341.30, 103.36, 194.66
326.51, 95.43, 180.51
298.97, 94.46, 177.63
308.17, 95.16, 179.45
341.22, 95.06, 179.77
320.47, 94.69, 179.42
325.94, 95.42, 180.17
317.30, 94.94, 176.78
336.33, 95.83, 180.29
323.14, 95.28, 179.43
